student_id,C11,C12,C13,C14,C21,C22,C23,C31,C32,C33,C41,C42,C43
SYN-00236,3.9,4.3,4.4,5.0,4.6,4.9,4.6,4.2,4.5,4.5,4.1,4.3,4.4
SYN-00237,4.0,2.9,3.9,3.2,3.1,3.8,3.7,3.9,3.7,4.1,3.7,3.4,3.6
SYN-00238,4.6,4.0,4.1,4.2,3.6,4.3,3.7,4.3,4.5,4.1,4.8,3.8,4.6
SYN-00239,4.2,3.5,4.8,3.9,3.7,3.5,3.9,3.9,4.0,3.9,4.2,3.9,3.4
SYN-00240,4.5,3.8,4.6,4.2,4.5,4.9,4.2,4.8,4.4,5.0,4.4,4.2,4.7
SYN-00241,3.8,3.7,3.8,3.9,4.3,3.3,3.9,4.1,4.0,4.3,3.9,3.9,4.1
SYN-00242,4.2,4.0,4.3,4.0,4.0,4.0,4.6,3.2,4.3,4.2,3.7,4.3,4.3
SYN-00243,4.6,3.6,4.8,4.2,4.6,4.6,4.1,4.6,4.3,3.8,4.7,4.1,4.1
SYN-00244,4.4,4.6,4.5,4.7,4.1,4.3,4.5,5.0,4.5,4.8,4.5,4.4,4.4
SYN-00245,3.7,4.0,4.2,3.9,4.1,3.5,3.7,3.6,3.9,3.7,4.0,3.5,3.8
SYN-00246,4.3,3.5,4.7,4.0,3.5,4.1,4.1,4.1,4.4,4.3,4.2,4.2,4.1
SYN-00247,4.6,3.6,4.1,4.1,4.3,3.8,3.5,4.1,4.1,4.5,3.7,4.4,4.7
SYN-00248,3.9,3.6,3.8,4.0,4.1,3.8,4.4,3.6,3.4,4.3,3.3,3.9,4.9
SYN-00249,4.8,4.5,4.8,4.8,4.9,5.0,4.5,5.0,4.9,5.0,4.6,5.0,4.7
SYN-00250,4.4,4.1,4.0,4.5,4.2,4.1,4.1,4.6,4.2,4.3,4.3,3.8,3.9
SYN-00251,3.9,3.5,4.1,4.0,4.0,4.3,3.7,4.0,3.6,4.5,4.4,3.8,3.9
SYN-00252,4.9,4.5,4.3,4.8,4.5,4.6,4.3,4.0,4.6,4.8,4.5,5.0,4.3
SYN-00253,4.6,4.9,4.9,5.0,4.7,5.0,5.0,4.9,5.0,4.6,5.0,5.0,5.0
SYN-00254,4.6,3.7,4.4,4.4,4.3,4.6,4.4,4.3,4.2,4.3,4.9,4.4,4.4
SYN-00255,3.5,3.8,3.8,2.8,4.0,4.1,3.4,3.4,3.5,3.4,3.7,3.1,3.3
SYN-00256,4.5,3.8,4.4,4.1,3.5,4.2,4.0,3.9,4.1,4.2,4.2,4.4,4.2
SYN-00257,4.2,4.5,5.0,4.9,5.0,5.0,4.7,4.7,4.6,4.1,4.6,5.0,4.5
SYN-00258,4.1,4.2,3.7,3.8,3.6,3.7,3.6,3.7,4.4,3.7,4.0,3.8,4.3
SYN-00259,4.7,4.6,4.4,4.3,4.0,4.9,4.1,4.6,4.7,4.2,4.7,4.6,4.9
SYN-00260,4.3,4.1,4.3,4.5,4.5,4.4,3.9,4.6,5.0,4.6,4.7,4.6,4.6
SYN-00261,4.2,4.0,3.8,3.6,3.8,4.0,3.8,4.0,4.0,4.1,4.3,3.9,3.5
SYN-00262,4.1,4.2,3.6,4.6,4.2,4.3,4.6,4.0,4.4,4.1,4.1,3.9,4.7
SYN-00263,3.0,3.3,2.5,3.4,3.4,3.1,3.0,3.2,3.8,2.5,3.3,2.8,3.1
SYN-00264,3.8,3.7,3.8,3.5,4.2,3.3,4.0,3.7,3.5,3.9,3.4,3.9,3.4
SYN-00265,4.2,3.8,4.0,4.2,3.9,4.1,3.7,4.3,4.6,4.9,4.1,4.3,3.6
SYN-00266,4.2,4.0,3.6,4.1,3.7,3.6,3.9,3.4,4.1,3.4,3.4,3.5,4.0
SYN-00267,4.6,4.4,4.6,4.8,4.4,4.4,5.0,4.5,4.7,4.7,4.6,5.0,5.0
SYN-00268,3.6,3.3,4.1,3.7,4.2,3.0,3.8,4.3,3.6,3.6,3.8,3.5,3.6
SYN-00269,3.9,3.9,4.4,4.2,4.1,4.3,4.0,3.8,3.9,4.0,3.7,3.9,3.9
SYN-00270,4.9,3.4,4.2,4.8,4.3,4.5,4.3,4.0,3.6,4.3,4.0,4.0,4.1
SYN-00271,5.0,5.0,4.8,4.6,4.4,4.8,5.0,4.6,4.0,4.9,5.0,4.2,4.8
SYN-00272,3.8,3.7,3.5,4.0,3.6,3.3,3.1,4.1,3.9,3.7,3.6,3.5,3.4
SYN-00273,4.5,4.0,4.4,4.5,4.8,4.6,4.8,5.0,4.9,4.7,4.6,4.3,4.8
SYN-00274,4.7,4.3,4.8,3.7,3.9,4.5,4.3,4.6,4.2,3.9,4.1,3.7,3.9
SYN-00275,4.1,4.1,4.0,3.3,3.7,3.5,4.2,3.7,3.5,3.9,3.7,4.3,3.6
SYN-00276,3.9,3.7,4.4,4.2,3.9,4.7,4.6,4.4,4.8,4.6,4.1,4.0,4.6
SYN-00277,4.4,4.3,4.0,4.5,4.0,4.2,4.7,4.1,3.8,4.0,4.6,4.3,4.2
SYN-00278,3.8,4.1,3.7,4.1,3.8,3.7,3.8,3.9,4.0,4.1,2.9,3.7,3.9
SYN-00279,4.7,3.9,4.3,4.7,3.8,4.3,4.0,4.1,4.0,4.0,5.0,4.5,4.6
SYN-00280,4.2,3.6,4.2,4.4,3.8,4.4,4.3,4.6,3.9,3.7,4.0,4.5,3.5
SYN-00281,3.6,4.3,4.1,4.2,4.5,4.1,3.7,4.9,3.9,3.9,4.6,4.1,4.2
SYN-00282,4.6,4.8,4.3,4.9,3.8,4.7,4.2,4.8,4.5,4.2,4.6,4.7,4.6
SYN-00283,4.4,4.6,4.8,4.7,5.0,4.2,4.9,4.7,4.5,4.5,4.7,3.7,4.5
SYN-00284,3.5,3.9,3.5,3.7,4.2,4.1,4.0,3.6,3.9,3.7,3.7,3.9,3.6
SYN-00285,5.0,4.9,5.0,5.0,5.0,4.5,5.0,5.0,5.0,4.6,4.7,5.0,4.7
SYN-00286,3.4,4.0,3.5,3.3,3.3,3.6,3.1,3.4,3.6,3.9,3.7,3.3,3.9
SYN-00287,4.1,3.8,4.1,4.6,4.2,4.2,4.6,3.7,3.8,3.7,4.3,4.2,4.6
SYN-00288,4.5,4.3,4.4,4.4,3.9,5.0,4.6,4.5,4.6,4.6,4.4,4.2,4.6
SYN-00289,4.4,4.1,4.7,4.4,4.5,4.7,4.3,4.4,4.5,4.1,4.3,4.3,4.0
SYN-00290,4.7,3.6,3.6,4.4,4.2,3.7,4.2,4.4,4.0,4.8,3.5,4.2,4.3
SYN-00291,4.4,4.1,4.0,4.3,4.4,4.3,4.4,3.8,4.1,3.8,4.0,4.4,4.2
SYN-00292,4.8,4.1,4.0,4.1,3.8,4.0,4.4,4.1,3.8,3.7,3.9,4.0,4.4
SYN-00293,3.6,3.9,4.0,3.4,3.7,3.8,3.8,4.1,3.9,3.8,4.1,4.5,4.5
SYN-00294,3.9,4.7,4.4,4.5,4.4,4.5,4.5,4.3,4.2,4.4,4.6,4.7,4.8
SYN-00295,4.2,4.4,4.6,4.7,4.3,4.3,4.4,4.0,4.3,4.5,4.5,4.2,4.4
SYN-00296,3.7,4.2,3.9,3.9,3.8,3.9,3.8,4.2,3.8,4.4,4.4,3.7,4.0
SYN-00297,4.3,4.4,5.0,4.4,4.6,4.7,4.2,4.3,4.2,4.2,3.7,4.7,5.0
SYN-00298,4.4,3.9,4.1,4.2,4.0,4.6,4.6,4.0,4.5,4.8,4.9,5.0,4.0
SYN-00299,5.0,4.4,4.3,4.6,4.3,4.6,4.1,4.4,4.9,4.5,4.5,4.6,4.8
SYN-00300,3.9,4.6,4.3,4.5,4.7,4.1,4.1,3.8,4.3,4.8,4.4,4.0,4.3
SYN-00301,3.5,3.6,4.0,3.6,4.2,3.9,3.9,3.8,4.1,4.1,4.0,4.1,3.8
SYN-00302,4.2,3.9,4.0,3.9,3.9,3.8,4.1,4.4,4.4,3.6,4.4,3.9,4.2
SYN-00303,4.2,4.5,4.6,4.0,4.6,4.9,4.4,4.9,4.4,4.7,3.8,5.0,4.9
SYN-00304,4.3,3.8,4.5,4.0,4.5,4.5,4.1,4.7,4.7,4.7,4.4,4.0,4.7
SYN-00305,4.1,3.8,4.6,4.8,4.2,4.8,4.2,4.1,4.0,4.7,4.0,4.4,4.0
SYN-00306,4.1,4.6,4.1,4.1,4.6,4.7,4.4,4.0,4.1,4.3,4.3,3.9,4.5
SYN-00307,4.7,4.1,4.4,4.5,4.6,5.0,4.7,4.4,4.7,4.5,4.7,4.8,5.0
SYN-00308,4.0,4.5,4.3,3.8,4.7,4.1,3.7,4.5,4.6,4.0,3.8,3.9,4.2
SYN-00309,4.8,4.6,4.4,4.8,4.3,4.7,4.3,4.5,4.4,4.4,4.3,4.8,4.2
SYN-00310,3.9,4.8,4.4,3.4,4.0,3.6,3.8,3.2,4.1,3.8,4.1,3.6,4.2
SYN-00311,4.0,4.6,4.5,4.4,4.0,4.7,3.7,3.7,4.1,4.8,4.1,4.1,3.7
SYN-00312,4.9,4.9,4.8,4.4,4.4,4.2,4.6,4.3,4.2,4.5,4.4,4.4,4.7
SYN-00313,4.5,4.4,4.5,4.2,4.5,4.5,4.0,4.8,4.2,4.5,4.8,4.8,4.5
SYN-00314,4.4,4.8,4.7,4.3,4.2,3.9,4.5,4.5,4.8,4.6,4.9,4.3,4.8
SYN-00315,4.5,4.9,4.2,4.7,4.1,4.6,4.8,4.5,4.3,4.9,4.6,4.5,4.7
SYN-00316,5.0,4.6,4.6,4.3,4.3,3.5,4.0,4.1,3.6,3.9,3.6,4.2,4.5
SYN-00317,4.8,4.6,4.1,3.9,3.9,4.1,4.2,4.4,4.1,4.5,4.4,4.4,4.8
SYN-00318,3.7,4.2,4.1,4.0,4.4,4.4,3.8,4.0,4.2,4.0,4.3,4.2,4.6
SYN-00319,3.9,4.3,4.0,4.5,3.8,4.4,4.1,4.1,3.9,4.2,4.6,4.3,4.5
SYN-00320,4.7,4.2,4.0,4.3,4.0,4.0,3.7,4.4,4.0,4.2,3.8,4.3,3.9
SYN-00321,4.2,4.5,4.5,4.2,3.7,5.0,4.8,4.5,4.0,4.2,4.1,4.6,4.3
SYN-00322,4.2,4.3,4.7,4.9,4.9,4.6,4.3,3.4,4.5,4.4,4.5,4.4,4.0
SYN-00323,4.1,4.1,4.1,4.2,4.1,3.8,3.9,3.9,3.9,4.2,4.1,4.5,4.6
SYN-00324,5.0,3.8,5.0,4.8,4.7,4.8,4.8,5.0,4.5,4.6,5.0,5.0,5.0
SYN-00325,3.6,3.6,3.7,3.9,4.3,3.2,3.8,3.4,3.4,4.1,4.0,4.0,4.1
SYN-00326,3.6,3.6,4.4,3.7,4.0,3.8,3.2,3.2,3.6,4.1,4.0,4.0,3.5
SYN-00327,5.0,4.3,4.7,4.6,4.6,5.0,4.4,4.2,4.6,4.5,5.0,4.8,4.5
SYN-00328,4.2,3.9,4.2,4.5,4.9,4.8,4.5,4.4,4.6,4.3,5.0,4.4,4.5
SYN-00329,3.8,4.4,4.7,4.1,4.2,4.7,4.0,4.7,4.3,4.3,4.1,4.5,5.0
SYN-00330,4.7,4.2,4.8,4.3,4.8,4.7,3.5,4.1,4.7,4.5,4.1,4.2,3.8
SYN-00331,4.2,4.9,4.4,4.9,4.5,4.5,4.8,4.3,4.1,4.5,4.6,4.1,4.0
SYN-00332,3.9,4.1,4.1,3.5,4.5,3.7,3.8,3.6,4.7,4.0,3.6,4.1,4.1
SYN-00333,4.2,4.5,4.0,4.1,3.6,3.8,4.8,4.7,4.2,4.7,4.2,4.2,4.2
SYN-00334,3.9,3.9,4.3,4.0,4.2,4.3,4.1,3.7,3.6,4.0,3.9,4.0,4.0
SYN-00335,5.0,4.1,3.9,4.6,4.4,4.6,4.7,4.9,4.1,4.4,4.7,4.8,5.0
SYN-00336,4.4,4.1,3.9,4.0,4.0,4.3,4.2,3.8,4.0,4.4,4.3,4.3,4.3
SYN-00337,4.4,4.0,3.8,3.6,4.0,3.2,3.9,3.8,3.5,3.6,4.2,4.0,3.9
SYN-00338,4.2,4.1,4.5,4.1,3.7,4.6,4.2,3.9,3.7,4.2,4.1,4.6,4.0
SYN-00339,4.1,4.6,4.6,4.4,4.5,4.3,4.4,4.7,4.5,4.3,4.8,3.6,5.0
SYN-00340,3.5,3.8,4.0,4.0,4.3,3.7,4.1,3.8,4.1,4.0,4.0,3.8,3.8
SYN-00341,4.0,4.2,3.7,3.7,4.1,3.9,4.2,3.6,3.4,3.8,3.7,3.9,3.7
SYN-00342,4.5,4.2,4.3,4.3,4.3,4.3,4.4,4.0,4.7,4.2,3.9,4.3,4.0
SYN-00343,4.5,4.9,4.0,4.4,3.8,4.4,4.0,4.1,4.0,4.5,4.6,4.3,4.0
SYN-00344,4.5,3.8,3.4,4.2,3.7,4.3,3.9,4.2,4.4,3.7,3.9,4.0,4.5
SYN-00345,3.8,3.9,4.2,3.9,4.1,3.6,4.7,3.6,3.9,4.0,4.6,3.6,4.6
SYN-00346,4.5,4.4,4.0,4.5,4.1,4.7,4.0,4.2,4.1,4.0,4.5,4.4,4.6
SYN-00347,3.2,4.0,4.4,3.6,4.3,3.6,3.3,3.6,4.0,3.4,3.5,3.9,3.7
SYN-00348,3.9,3.8,3.9,3.6,3.8,3.4,4.1,3.5,4.0,3.6,3.8,3.6,3.4
SYN-00349,3.4,3.6,3.9,4.0,4.3,3.8,3.7,3.5,4.1,4.4,4.3,4.2,4.1
SYN-00350,4.6,4.2,4.3,4.0,3.7,3.9,4.1,4.1,4.7,4.1,4.5,4.0,4.0
SYN-00351,3.9,4.1,4.5,4.3,4.6,4.4,4.2,5.0,4.3,4.7,4.2,4.5,4.6
SYN-00352,4.8,4.0,4.7,5.0,4.9,4.9,4.2,4.5,4.8,4.8,5.0,4.7,4.8
SYN-00353,4.5,4.2,3.8,4.6,4.6,4.3,4.0,4.7,4.4,4.7,5.0,3.9,4.3
SYN-00354,4.1,4.6,3.7,4.7,4.2,4.1,4.1,4.0,4.5,3.8,4.2,4.0,3.9
SYN-00355,5.0,4.3,4.4,4.5,3.8,4.7,3.4,4.0,4.1,4.4,4.3,4.1,4.2
SYN-00356,3.6,3.4,4.1,4.1,4.3,3.6,4.1,3.8,4.2,4.2,3.9,3.7,4.1
SYN-00357,4.4,4.0,3.8,4.1,4.6,4.5,3.9,3.8,4.6,3.9,4.3,4.0,4.7
SYN-00358,3.9,4.4,4.2,4.2,3.5,3.4,4.0,4.2,3.8,3.8,4.3,4.3,4.1
SYN-00359,4.5,4.0,4.2,4.8,4.3,4.4,5.0,3.9,4.6,4.8,4.2,4.6,4.0
SYN-00360,3.7,4.0,4.2,4.2,4.4,3.9,4.3,3.8,4.2,4.0,4.0,4.0,3.4
SYN-00361,4.0,4.4,3.9,4.6,4.6,4.5,4.0,4.8,5.0,4.4,4.5,4.4,4.5
SYN-00362,4.7,4.7,5.0,5.0,4.3,4.7,4.4,5.0,4.6,4.3,4.9,5.0,4.9
SYN-00363,4.2,4.3,4.6,3.9,4.1,4.0,3.8,4.1,4.5,4.3,4.4,4.2,4.3
SYN-00364,4.1,4.2,4.4,4.4,4.4,4.3,4.2,5.0,4.6,4.5,4.3,4.2,4.3
SYN-00365,4.5,3.9,4.0,4.3,4.5,4.4,4.9,4.0,4.2,4.9,4.5,4.7,5.0
SYN-00366,3.9,4.0,4.0,3.5,4.0,4.3,4.2,4.2,3.9,3.9,4.4,3.9,4.1
SYN-00367,4.3,4.7,4.6,3.9,3.9,4.5,4.3,4.1,4.6,4.3,4.3,4.5,4.2
SYN-00368,4.7,4.0,4.4,4.6,3.8,4.1,4.5,4.6,4.2,4.0,4.5,4.6,3.9
SYN-00369,3.9,4.3,4.4,4.1,4.4,4.0,3.6,4.1,4.3,4.2,3.9,3.7,4.1
SYN-00370,4.2,4.3,4.3,3.7,3.6,4.1,4.1,4.0,3.3,3.7,3.9,4.1,4.2
SYN-00371,4.3,4.3,4.2,4.4,4.3,4.2,4.1,4.2,4.4,4.3,4.3,4.6,4.3
SYN-00372,4.2,4.6,4.0,4.0,4.5,4.5,4.0,4.3,4.2,4.2,4.7,4.6,4.4
SYN-00373,4.5,4.3,5.0,4.9,4.5,4.9,4.7,4.6,4.8,4.5,4.6,4.7,4.6
SYN-00374,4.7,5.0,4.3,4.0,3.9,4.5,4.3,4.6,4.6,4.1,4.0,4.6,4.6
SYN-00375,4.8,4.5,5.0,5.0,5.0,4.7,5.0,4.5,5.0,5.0,4.4,4.9,5.0
SYN-00376,3.8,3.8,3.6,4.1,3.7,3.3,3.8,4.2,3.8,4.5,4.1,4.0,3.9
SYN-00377,4.5,4.4,4.4,4.7,4.2,4.2,4.2,5.0,4.7,4.6,4.2,4.7,4.5
SYN-00378,4.3,4.0,4.3,4.1,4.0,4.5,3.8,4.4,4.5,4.0,4.0,4.2,4.3
SYN-00379,4.9,5.0,5.0,4.8,4.5,5.0,5.0,5.0,4.6,4.9,4.6,5.0,4.6
SYN-00380,3.8,3.6,4.0,3.8,4.0,3.9,3.6,4.1,3.9,3.6,4.6,4.1,3.9
SYN-00381,4.3,4.5,3.9,4.0,3.6,3.9,3.8,4.0,4.0,4.1,4.0,3.5,3.6
SYN-00382,3.8,3.9,4.3,3.6,3.9,4.3,3.9,4.1,3.9,4.1,3.9,4.2,3.5
SYN-00383,3.3,3.5,3.6,3.9,3.3,3.9,3.3,3.9,3.7,3.2,3.5,3.4,3.6
SYN-00384,3.9,3.9,4.4,4.0,4.3,3.9,4.5,3.8,3.8,4.5,3.9,4.5,4.3
SYN-00385,3.9,3.4,3.9,4.0,4.3,4.4,3.7,4.2,4.2,4.3,4.1,3.4,3.9
SYN-00386,3.9,4.2,4.5,4.3,4.6,4.4,3.9,3.5,4.3,4.2,4.0,3.7,4.0
SYN-00387,4.3,4.5,4.4,4.8,4.0,4.6,4.3,4.5,4.2,4.6,4.4,4.1,4.3
SYN-00388,4.8,5.0,4.5,4.8,5.0,4.9,5.0,5.0,4.9,4.9,4.9,5.0,4.3
SYN-00389,4.4,4.1,4.9,4.5,4.5,4.8,4.7,4.2,4.5,4.4,4.0,4.3,4.5
SYN-00390,4.0,3.6,4.3,4.0,4.0,4.1,3.8,4.1,3.9,3.7,4.2,4.4,4.2
SYN-00391,4.2,3.7,3.4,4.3,4.5,4.3,3.8,3.5,3.6,3.4,3.9,4.4,3.8
SYN-00392,4.5,4.8,4.3,5.0,5.0,4.3,4.2,4.6,4.3,4.0,4.8,4.7,4.4
SYN-00393,3.4,3.4,3.8,3.6,3.6,4.0,4.0,4.2,3.4,3.6,4.0,3.9,4.2
SYN-00394,5.0,5.0,5.0,5.0,4.7,4.8,5.0,5.0,5.0,4.8,5.0,4.2,4.4
SYN-00395,4.8,4.6,4.8,4.6,4.8,4.4,4.8,4.9,5.0,5.0,4.7,4.7,4.2
SYN-00396,3.9,4.0,4.4,3.9,4.3,4.0,4.0,4.1,3.9,3.9,3.5,4.0,3.9
SYN-00397,3.4,3.7,3.8,3.7,3.9,3.8,3.5,3.5,3.7,3.8,4.0,4.0,3.4
SYN-00398,4.6,4.9,5.0,5.0,4.7,4.3,4.4,4.8,4.8,4.3,4.7,4.9,4.3
SYN-00399,4.5,4.0,4.5,4.0,3.9,4.0,4.1,4.0,4.1,4.3,4.1,4.1,3.6
SYN-00400,4.8,4.6,5.0,4.4,4.1,4.8,4.7,4.3,4.2,5.0,5.0,3.9,4.5
SYN-00401,4.1,3.5,3.5,3.6,3.3,3.1,4.0,3.1,3.7,3.9,3.2,3.4,4.0
SYN-00402,4.2,3.8,4.4,4.4,4.1,3.7,3.9,4.1,3.9,4.3,3.5,3.5,4.0
SYN-00403,4.1,4.0,3.7,4.2,4.2,4.4,4.2,4.2,4.6,3.8,4.4,3.7,4.0
SYN-00404,3.9,4.5,4.2,4.2,3.9,4.1,4.0,4.3,3.9,4.6,3.7,4.0,4.7
SYN-00405,3.9,3.6,4.1,3.9,3.8,3.7,4.9,4.0,3.5,4.5,4.2,3.8,3.8
SYN-00406,4.6,4.3,3.8,5.0,4.3,4.9,4.8,4.1,4.7,4.2,3.9,4.3,4.5
SYN-00407,3.7,3.7,4.2,3.9,3.6,4.0,3.9,3.1,4.0,3.9,3.8,4.1,3.6
SYN-00408,4.3,3.7,4.3,4.7,3.9,3.9,3.9,4.2,3.8,4.3,4.4,4.3,3.6
SYN-00409,4.5,4.5,4.5,4.4,4.3,4.6,4.8,4.0,4.6,4.2,4.2,3.8,4.2
SYN-00410,4.1,4.2,4.1,4.2,4.3,4.4,3.9,3.9,4.5,4.1,4.7,4.4,4.6
SYN-00411,4.9,4.4,4.3,4.7,4.6,4.4,4.9,4.4,4.5,4.5,4.2,4.5,4.9
SYN-00412,3.9,3.8,3.8,3.9,4.0,4.0,3.7,3.9,4.0,3.5,3.9,3.2,4.0
SYN-00413,3.9,3.9,3.5,3.8,4.1,4.1,3.7,3.7,4.0,3.2,3.6,4.1,4.0
SYN-00414,4.8,4.2,4.6,4.5,4.7,4.4,4.3,4.0,5.0,4.5,4.7,4.6,4.3
SYN-00415,3.9,4.0,4.1,4.4,4.1,4.8,4.6,4.6,4.3,4.8,4.3,4.3,4.4
SYN-00416,4.1,4.1,3.8,3.8,4.1,4.2,3.8,3.5,3.9,4.1,4.5,3.6,3.8
SYN-00417,4.6,5.0,4.7,4.5,4.9,4.6,4.4,4.5,5.0,4.9,4.8,4.7,4.8
SYN-00418,4.3,4.3,4.3,4.5,4.2,3.9,4.1,3.6,4.8,4.5,4.0,4.2,4.0
SYN-00419,5.0,4.2,4.6,4.6,4.9,4.6,4.1,4.5,4.3,4.6,5.0,4.1,4.4
SYN-00420,4.1,4.1,4.4,4.2,4.3,4.0,4.3,4.5,4.0,4.5,4.2,4.5,4.2
SYN-00421,5.0,4.9,4.9,5.0,5.0,4.5,5.0,4.4,4.7,4.9,5.0,5.0,4.4
SYN-00422,4.7,4.2,4.8,4.9,5.0,4.9,5.0,5.0,4.7,4.4,4.9,4.4,5.0
SYN-00423,4.1,4.5,4.0,4.2,4.2,4.1,4.0,4.2,3.8,3.8,4.5,4.3,4.1
SYN-00424,5.0,4.5,4.9,4.6,4.2,5.0,4.8,4.5,4.8,4.4,4.8,3.8,4.2
SYN-00425,4.7,4.4,4.5,4.0,5.0,4.8,4.4,4.3,4.7,5.0,4.7,5.0,4.1
SYN-00426,4.4,4.3,4.8,4.7,4.6,4.9,5.0,4.2,4.5,4.9,4.5,4.4,5.0
SYN-00427,3.5,3.8,4.0,3.7,4.1,3.7,4.3,3.8,4.1,4.1,3.7,3.2,4.0
SYN-00428,4.5,4.6,4.4,4.3,5.0,4.0,4.7,4.3,4.3,4.3,4.2,4.6,4.9
SYN-00429,4.7,4.6,4.3,4.7,5.0,4.5,4.5,4.4,4.4,3.7,4.7,4.3,4.1
SYN-00430,3.8,3.3,3.5,4.0,3.2,3.1,3.7,3.9,3.1,3.7,3.8,3.0,3.8
SYN-00431,4.0,3.7,4.2,4.1,3.8,3.7,3.5,3.8,4.0,3.7,3.1,4.2,3.8
SYN-00432,3.4,3.7,3.9,2.6,3.6,3.1,3.6,3.5,3.7,3.3,2.9,3.4,3.6
SYN-00433,4.4,3.8,4.4,3.9,4.2,4.0,4.2,4.4,3.7,3.9,4.2,4.8,3.8
SYN-00434,5.0,5.0,4.4,4.4,4.2,4.4,4.0,4.4,4.9,4.3,4.4,3.9,4.6
SYN-00435,4.8,4.7,4.7,4.6,4.9,4.7,4.8,4.8,5.0,4.9,4.8,5.0,4.9
SYN-00436,4.6,4.4,3.7,4.6,4.3,4.2,4.3,4.1,4.3,4.0,4.6,4.2,4.1
SYN-00437,4.5,4.9,4.8,4.9,4.5,4.3,5.0,5.0,4.5,5.0,4.9,4.8,4.7
SYN-00438,3.3,4.0,3.5,3.5,4.0,3.2,3.3,3.7,3.8,3.9,3.6,4.5,3.6
SYN-00439,3.5,3.4,3.6,3.8,4.0,3.2,3.5,3.7,3.8,3.6,3.8,3.4,4.1
SYN-00440,4.5,3.8,3.9,3.9,4.4,3.8,4.1,4.3,4.2,4.3,3.9,4.4,4.0
SYN-00441,4.2,4.4,4.4,4.3,4.1,4.2,4.3,3.9,4.2,4.5,4.0,4.7,4.7
SYN-00442,3.8,4.6,4.1,4.3,4.0,4.5,4.3,3.9,3.8,3.8,4.2,4.4,4.4
SYN-00443,3.4,3.1,3.3,3.8,3.3,3.5,3.2,3.6,3.3,3.8,3.7,3.3,3.4
SYN-00444,4.0,3.7,3.9,4.2,4.3,4.2,4.1,4.4,4.2,4.4,3.6,3.0,4.3
SYN-00445,3.3,3.7,3.7,4.2,3.9,3.8,4.0,3.9,3.6,4.1,3.4,3.8,3.3
SYN-00446,4.5,4.5,4.9,4.0,4.3,4.7,4.5,4.5,4.1,4.3,4.8,4.4,4.5
SYN-00447,4.3,4.0,4.6,4.5,5.0,4.0,4.6,3.9,4.4,4.6,3.7,4.3,4.2
SYN-00448,3.7,4.0,4.2,3.8,3.9,3.9,3.9,3.5,4.2,4.0,4.0,3.6,3.7
SYN-00449,4.0,3.6,3.5,3.8,4.2,3.8,3.7,3.8,3.9,3.9,4.7,4.3,4.3
SYN-00450,4.2,3.5,3.5,3.5,4.2,3.7,3.5,3.7,3.8,3.9,3.9,3.6,4.0
SYN-00451,4.0,4.1,4.4,4.0,4.0,4.4,3.9,4.1,4.3,4.8,4.4,4.3,4.3
SYN-00452,4.2,4.6,4.5,4.6,4.6,4.6,4.4,4.6,4.2,4.4,5.0,4.6,4.5
SYN-00453,4.4,3.4,3.5,4.4,3.9,3.8,3.5,4.0,4.0,3.5,3.8,3.8,3.9
SYN-00454,4.0,4.8,4.7,4.3,4.3,4.3,4.1,4.2,4.3,4.9,4.7,4.7,4.5
SYN-00455,3.7,4.0,4.3,3.6,4.2,4.7,4.3,4.4,4.1,4.3,3.8,4.3,4.2
SYN-00456,4.0,4.3,3.8,3.9,4.0,3.6,4.0,3.4,4.2,3.9,3.8,3.7,3.9
SYN-00457,4.4,4.3,4.0,3.9,4.4,3.9,4.2,4.2,4.3,4.4,3.8,3.6,4.0
SYN-00458,4.4,4.4,4.4,3.8,3.3,3.1,3.7,3.8,4.2,4.1,3.9,3.6,3.5
SYN-00459,4.1,4.2,4.1,3.7,4.2,4.1,3.7,3.8,4.2,3.9,4.5,4.2,3.9
SYN-00460,3.8,3.8,3.6,3.5,4.0,4.0,4.0,4.2,3.6,4.3,3.5,3.5,3.3
SYN-00461,4.8,4.7,5.0,5.0,4.5,4.8,4.8,4.4,4.6,4.7,5.0,4.9,5.0
SYN-00462,3.8,4.6,4.6,3.6,4.0,4.4,4.4,4.0,4.1,4.0,4.2,4.6,4.0
SYN-00463,4.3,3.7,3.7,4.2,4.2,4.2,3.6,3.8,4.2,4.0,3.6,4.1,3.7
SYN-00464,4.8,4.7,4.5,4.7,4.3,4.5,4.7,4.3,4.2,3.8,4.2,4.5,4.6
SYN-00465,4.3,4.0,3.6,4.0,4.1,4.1,4.3,4.8,4.2,4.1,4.1,4.2,3.9
SYN-00466,4.2,4.3,4.2,4.3,4.3,3.6,4.3,3.9,3.8,3.8,4.3,4.1,3.6
SYN-00467,4.6,4.0,4.5,4.5,4.7,4.9,4.0,4.4,4.3,4.5,4.5,4.3,4.3
SYN-00468,4.1,4.8,4.6,4.7,4.4,4.3,4.1,4.6,4.2,5.0,4.1,4.5,4.9
SYN-00469,4.2,4.1,3.7,3.6,4.2,4.5,3.9,3.7,3.3,3.7,4.0,4.5,4.2
SYN-00470,4.1,3.9,3.8,4.4,4.1,3.4,3.8,3.7,3.8,4.2,4.0,4.0,4.4
SYN-00471,3.9,4.7,3.9,4.1,4.0,4.1,4.2,4.2,3.9,3.8,4.9,4.0,4.3
